age,occupation,monthly_income,expenses,fixed_expenses,variable_expenses,has_loans,debt_amount,monthly_emi,savings,emergency_fund,invests,investment_type,risk_appetite,short_term_goals,long_term_goals,financial_health
47,Student,55579,45774,11523,34251,False,0,0,9805,179898,True,None,Low,Upgrade Lifestyle,Retirement,Average
55,Salaried,59106,31222,11417,19805,True,920956,32877,0,330946,True,Mutual Funds,High,Buy Car,Start Business,Poor
48,Retired,46027,33194,16643,16551,False,0,0,12833,112256,True,FD,Moderate,Buy Car,Retirement,Good
22,Retired,135491,87801,34222,53579,False,0,0,47690,18133,True,None,High,Pay Debt,Wealth Creation,Average
36,Student,34078,22345,9545,12800,True,1796833,49472,0,36475,True,Real Estate,Moderate,Pay Debt,Buy House,Poor
39,Retired,193676,165631,71376,94255,False,0,0,28045,345243,True,FD,Low,Emergency Fund,Wealth Creation,Average
50,Student,103031,47102,28162,18940,False,0,0,55929,118352,True,FD,Low,Upgrade Lifestyle,Kids Education,Average
59,Salaried,24110,18144,4095,14049,False,0,0,5966,34961,True,Crypto,Low,Emergency Fund,Start Business,Average
35,Retired,71227,47063,14328,32735,False,0,0,24164,104765,False,None,Low,Vacation,Retirement,Average
43,Student,24909,13688,2828,10860,True,1759524,43973,0,154317,False,None,High,Emergency Fund,Buy House,Poor
35,Salaried,119133,78483,30818,47665,False,0,0,40650,9609,True,Real Estate,Low,Vacation,Start Business,Average
30,Self-employed,74155,48392,23415,24977,False,0,0,25763,386812,False,None,Moderate,Upgrade Lifestyle,Kids Education,Good
38,Retired,177868,140536,61304,79232,False,0,0,37332,345051,True,FD,Moderate,Pay Debt,Kids Education,Average
26,Salaried,151477,80319,26444,53875,False,0,0,71158,18489,False,None,Moderate,Emergency Fund,Buy House,Average
48,Retired,50230,35166,15248,19918,False,0,0,15064,4520,False,None,Moderate,Emergency Fund,Retirement,Average
40,Student,75955,42030,15859,26171,False,0,0,33925,375398,False,None,Low,Emergency Fund,Kids Education,Good
59,Business,166717,144064,73187,70877,False,0,0,22653,206080,False,None,High,Vacation,Buy House,Average
25,Student,77419,53989,31600,22389,True,1638182,12175,11255,262239,True,Crypto,Low,Upgrade Lifestyle,Retirement,Average
48,Salaried,112390,100884,45785,55099,False,0,0,11506,139275,True,FD,High,Upgrade Lifestyle,Wealth Creation,Average
27,Retired,42152,23120,10702,12418,True,1810867,15307,3725,199702,False,None,High,Emergency Fund,Kids Education,Poor
47,Self-employed,123485,99084,55790,43294,True,261537,42483,0,419552,True,Mutual Funds,Moderate,Buy Car,Wealth Creation,Poor
58,Self-employed,28711,12934,7676,5258,False,0,0,15777,27490,True,Mutual Funds,High,Emergency Fund,Kids Education,Average
39,Student,160520,79243,41672,37571,False,0,0,81277,77596,False,None,High,Upgrade Lifestyle,Start Business,Average
38,Student,125003,70230,24034,46196,True,419370,37365,17408,169951,False,None,High,Buy Car,Wealth Creation,Average
56,Salaried,114838,47579,12679,34900,True,751500,40977,26282,210276,False,None,High,Vacation,Kids Education,Good
25,Self-employed,117695,99876,35546,64330,True,1073303,9721,8098,98532,True,Gold,Moderate,Buy Car,Kids Education,Poor
60,Business,117777,92268,49779,42489,True,644343,16110,9399,294417,False,None,High,Vacation,Wealth Creation,Poor
52,Student,26993,23475,13946,9529,True,1220509,12868,0,195750,False,None,High,Vacation,Kids Education,Poor
51,Student,26052,12405,6690,5715,True,1725903,33478,0,289215,False,None,Moderate,Emergency Fund,Retirement,Poor
23,Business,179884,126359,57873,68486,False,0,0,53525,357934,False,None,Low,Emergency Fund,Buy House,Average
22,Student,82812,55160,16015,39145,False,0,0,27652,163581,False,None,Low,Upgrade Lifestyle,Start Business,Average
20,Business,69296,58036,20816,37220,True,165941,31962,0,39594,False,None,Low,Vacation,Start Business,Poor
29,Self-employed,115909,101823,48670,53153,False,0,0,14086,295489,True,Mutual Funds,Low,Pay Debt,Wealth Creation,Average
28,Salaried,123818,56554,15770,40784,False,0,0,67264,460373,True,Gold,Low,Emergency Fund,Wealth Creation,Good
46,Retired,148650,66304,31845,34459,False,0,0,82346,483599,True,FD,High,Vacation,Buy House,Good
26,Business,48651,20582,5133,15449,False,0,0,28069,463433,False,None,High,Emergency Fund,Kids Education,Good
35,Salaried,162546,70003,16327,53676,True,1625009,39058,53485,377125,True,Stocks,Low,Buy Car,Kids Education,Good
31,Student,87648,43035,15764,27271,False,0,0,44613,369659,False,None,High,Pay Debt,Buy House,Good
22,Salaried,137647,103594,37528,66066,False,0,0,34053,197644,False,None,Low,Upgrade Lifestyle,Wealth Creation,Average
34,Business,162334,80737,38442,42295,False,0,0,81597,337300,True,Stocks,Moderate,Vacation,Retirement,Good
56,Salaried,66314,52211,20948,31263,True,1199299,7919,6184,416585,True,Real Estate,Low,Pay Debt,Wealth Creation,Poor
58,Self-employed,183564,119480,39605,79875,False,0,0,64084,281263,True,Crypto,Moderate,Upgrade Lifestyle,Retirement,Average
25,Self-employed,188064,116176,62397,53779,True,1634803,44850,27038,44385,True,Mutual Funds,Moderate,Upgrade Lifestyle,Start Business,Average
38,Business,139759,78145,27169,50976,False,0,0,61614,102818,False,None,High,Emergency Fund,Kids Education,Average
32,Business,28332,12213,3706,8507,True,1119911,38078,0,397718,False,None,Moderate,Vacation,Buy House,Poor
60,Salaried,25238,11672,2961,8711,True,1864924,10597,2969,443588,True,None,Low,Buy Car,Kids Education,Average
56,Retired,159997,91800,50538,41262,False,0,0,68197,50531,True,None,Moderate,Buy Car,Wealth Creation,Average
21,Business,138878,62529,19232,43297,True,1108538,49496,26853,222184,True,None,High,Vacation,Start Business,Average
37,Business,64856,37772,19317,18455,False,0,0,27084,2926,True,Mutual Funds,Low,Emergency Fund,Retirement,Average
50,Business,186656,157351,47493,109858,True,1045888,38993,0,73335,False,None,Low,Vacation,Buy House,Poor
27,Student,151386,135226,51762,83464,True,628460,26173,0,131813,False,None,High,Upgrade Lifestyle,Buy House,Poor
45,Business,149512,113309,53088,60221,True,1731474,19149,17054,458489,True,Stocks,Moderate,Emergency Fund,Buy House,Average
36,Retired,114102,59946,29623,30323,True,249865,13033,41123,147301,False,None,Low,Upgrade Lifestyle,Retirement,Average
42,Retired,175170,92436,50732,41704,False,0,0,82734,218660,True,FD,Moderate,Emergency Fund,Start Business,Average
23,Salaried,41584,26726,8049,18677,True,1761989,11611,3247,465494,False,None,Moderate,Upgrade Lifestyle,Wealth Creation,Poor
42,Student,111725,94421,19029,75392,False,0,0,17304,424597,False,None,Low,Emergency Fund,Buy House,Average
56,Salaried,50424,24218,5079,19139,True,757732,3953,22253,420370,False,None,High,Vacation,Kids Education,Good
20,Retired,175288,81823,19140,62683,True,697993,36766,56699,405335,False,None,Low,Pay Debt,Wealth Creation,Good
46,Retired,38094,22437,8599,13838,False,0,0,15657,465667,True,Real Estate,Moderate,Buy Car,Kids Education,Good
47,Salaried,81015,39959,15991,23968,False,0,0,41056,36640,True,None,High,Upgrade Lifestyle,Retirement,Average
46,Self-employed,130485,65236,29652,35584,True,1557653,10268,54981,458446,False,None,Low,Pay Debt,Wealth Creation,Good
60,Retired,179349,84073,29593,54480,True,1077424,17136,78140,256304,False,None,Low,Upgrade Lifestyle,Start Business,Good
38,Salaried,103257,71603,19257,52346,True,314433,22773,8881,186512,False,None,Low,Upgrade Lifestyle,Kids Education,Poor
36,Business,181858,145780,35115,110665,False,0,0,36078,60412,False,None,Low,Emergency Fund,Retirement,Average
27,Student,88723,57005,13419,43586,False,0,0,31718,2771,True,Real Estate,Low,Emergency Fund,Buy House,Average
28,Salaried,198156,159941,63422,96519,False,0,0,38215,66229,True,Crypto,High,Emergency Fund,Wealth Creation,Average
37,Student,51145,23130,6112,17018,True,1262135,48050,0,455291,True,None,High,Vacation,Kids Education,Poor
35,Self-employed,127785,82900,47082,35818,True,1458152,27529,17356,55057,False,None,Moderate,Emergency Fund,Retirement,Average
29,Self-employed,148965,119077,68019,51058,False,0,0,29888,105993,True,None,Low,Upgrade Lifestyle,Kids Education,Average
56,Self-employed,162342,78523,40708,37815,False,0,0,83819,252283,True,Real Estate,Moderate,Pay Debt,Kids Education,Good
32,Self-employed,92031,41004,18247,22757,False,0,0,51027,343507,False,None,High,Emergency Fund,Wealth Creation,Good
40,Salaried,160090,99343,25290,74053,True,1322499,38450,22297,76815,True,Mutual Funds,Moderate,Emergency Fund,Wealth Creation,Average
38,Business,100318,62697,28892,33805,True,1357299,38238,0,456275,False,None,Low,Pay Debt,Wealth Creation,Poor
59,Self-employed,164817,102325,50621,51704,True,1358395,38320,24172,313710,False,None,Low,Vacation,Retirement,Average
37,Retired,31458,26797,9930,16867,True,1403213,37204,0,384593,False,None,Low,Pay Debt,Kids Education,Poor
58,Self-employed,129412,86439,21500,64939,True,645252,29761,13212,14123,True,None,High,Vacation,Buy House,Average
34,Retired,191827,120298,31364,88934,True,1360994,34657,36872,317743,True,Crypto,High,Pay Debt,Retirement,Average
55,Business,46092,27494,10330,17164,True,678263,38104,0,201756,False,None,High,Pay Debt,Buy House,Poor
59,Business,28573,12707,3746,8961,True,1076701,49152,0,215462,True,FD,Moderate,Pay Debt,Kids Education,Poor
24,Business,163326,125789,44155,81634,True,1648659,37135,402,484156,False,None,Moderate,Upgrade Lifestyle,Wealth Creation,Poor
49,Retired,192688,81930,42233,39697,True,772717,38563,72195,386771,False,None,High,Vacation,Buy House,Good
49,Business,118344,104035,44764,59271,True,1270883,4738,9571,107289,True,None,Low,Vacation,Wealth Creation,Poor
52,Student,64973,37940,7763,30177,False,0,0,27033,434207,True,Stocks,High,Buy Car,Buy House,Good
34,Salaried,138553,78041,19077,58964,True,1722567,20544,39968,320633,False,None,Moderate,Emergency Fund,Buy House,Good
31,Student,123860,65813,23639,42174,False,0,0,58047,497708,True,None,High,Vacation,Buy House,Good
25,Self-employed,159081,81154,28890,52264,True,1004555,24766,53161,380660,False,None,Low,Upgrade Lifestyle,Retirement,Good
44,Self-employed,12110,6567,1798,4769,True,216579,30098,0,260310,True,Real Estate,Low,Emergency Fund,Kids Education,Poor
22,Salaried,146282,122322,45953,76369,False,0,0,23960,253187,False,None,High,Buy Car,Buy House,Average
20,Student,47785,19333,11264,8069,True,186824,36048,0,350724,False,None,High,Vacation,Wealth Creation,Poor
29,Student,93287,67929,29329,38600,True,582664,32493,0,218410,True,Mutual Funds,Low,Buy Car,Retirement,Poor
37,Retired,40596,16710,6856,9854,True,1439853,46174,0,322625,False,None,Moderate,Pay Debt,Start Business,Poor
48,Salaried,98008,57142,13470,43672,True,169806,6432,34434,340009,True,Real Estate,High,Buy Car,Start Business,Good
20,Business,109811,89855,42738,47117,False,0,0,19956,23814,True,Mutual Funds,Moderate,Pay Debt,Retirement,Average
31,Retired,54495,22686,9423,13263,True,1310126,47620,0,189555,True,Stocks,Moderate,Vacation,Wealth Creation,Poor
53,Salaried,90364,58501,18406,40095,False,0,0,31863,264809,False,None,High,Buy Car,Start Business,Good
52,Business,16995,11716,6049,5667,False,0,0,5279,497200,True,Gold,Moderate,Emergency Fund,Buy House,Good
35,Self-employed,144701,96177,39964,56213,True,1539632,46197,2327,83188,True,Gold,Moderate,Pay Debt,Retirement,Poor
54,Self-employed,150703,132483,27976,104507,False,0,0,18220,375619,False,None,Low,Pay Debt,Start Business,Average
45,Retired,156910,129898,51072,78826,False,0,0,27012,183427,False,None,Low,Pay Debt,Retirement,Average
29,Self-employed,101975,59980,20880,39100,True,1659456,2330,39665,124922,True,None,High,Vacation,Buy House,Average
39,Salaried,124881,110366,32718,77648,True,1282692,8902,5613,67450,True,Crypto,Low,Upgrade Lifestyle,Kids Education,Poor
46,Student,62736,37704,12931,24773,False,0,0,25032,309928,True,Crypto,High,Buy Car,Wealth Creation,Good
40,Self-employed,90823,67950,20842,47108,False,0,0,22873,355414,True,Crypto,Low,Vacation,Retirement,Good
24,Self-employed,72997,39929,13739,26190,True,360399,15905,17163,312672,False,None,Moderate,Vacation,Start Business,Good
30,Business,93006,81672,33439,48233,True,283498,3066,8268,79159,False,None,Moderate,Buy Car,Kids Education,Poor
42,Self-employed,97090,67938,38542,29396,True,245997,32898,0,72959,True,None,Low,Upgrade Lifestyle,Retirement,Poor
56,Retired,158941,108681,59252,49429,False,0,0,50260,44244,True,Stocks,Low,Buy Car,Wealth Creation,Average
22,Salaried,80256,68367,16878,51489,False,0,0,11889,390056,True,Crypto,High,Buy Car,Start Business,Average
28,Retired,17399,7570,3773,3797,False,0,0,9829,253709,True,Mutual Funds,Moderate,Pay Debt,Buy House,Good
55,Student,73572,63538,18989,44549,False,0,0,10034,33722,False,None,High,Vacation,Start Business,Average
22,Salaried,132683,108543,62521,46022,True,1561130,4316,19824,1249,True,Mutual Funds,High,Upgrade Lifestyle,Buy House,Average
44,Business,78214,63148,25001,38147,False,0,0,15066,452844,False,None,Moderate,Upgrade Lifestyle,Retirement,Average
20,Salaried,89564,63443,18578,44865,True,794129,38490,0,240828,False,None,Moderate,Buy Car,Wealth Creation,Poor
56,Retired,17320,10722,6061,4661,False,0,0,6598,68682,False,None,Low,Pay Debt,Kids Education,Good
52,Salaried,158424,107193,56852,50341,False,0,0,51231,325306,True,Mutual Funds,Low,Upgrade Lifestyle,Retirement,Good
59,Self-employed,47068,26698,5588,21110,False,0,0,20370,200570,False,None,Moderate,Vacation,Kids Education,Good
53,Retired,92356,74198,43442,30756,True,1853192,49727,0,335827,True,FD,Low,Vacation,Start Business,Poor
57,Student,176190,129964,57826,72138,False,0,0,46226,488734,False,None,Moderate,Buy Car,Buy House,Good
36,Student,61956,39064,15345,23719,False,0,0,22892,121527,True,FD,Moderate,Emergency Fund,Buy House,Good
31,Business,189117,168242,44376,123866,True,1534076,15735,5140,29383,False,None,Low,Vacation,Wealth Creation,Poor
32,Self-employed,166414,74715,26539,48176,True,848628,48989,42710,388538,False,None,Moderate,Upgrade Lifestyle,Kids Education,Good
52,Student,110629,81910,45482,36428,False,0,0,28719,168426,True,Gold,Low,Pay Debt,Start Business,Average
37,Self-employed,62112,36700,16028,20672,True,1062695,21214,4198,286163,False,None,Low,Emergency Fund,Kids Education,Poor
59,Retired,82258,44344,25975,18369,False,0,0,37914,204349,False,None,Low,Vacation,Start Business,Good
43,Salaried,10821,8667,2474,6193,True,1014522,26479,0,316622,False,None,Moderate,Buy Car,Wealth Creation,Poor
20,Self-employed,69326,52854,26257,26597,True,1298698,39925,0,172050,False,None,Moderate,Pay Debt,Buy House,Poor
59,Business,76923,51752,25980,25772,True,1148774,3090,22081,443451,False,None,Moderate,Emergency Fund,Kids Education,Good
27,Self-employed,127677,89402,52341,37061,True,1178417,22070,16205,319104,True,FD,High,Pay Debt,Kids Education,Average
55,Business,91251,42484,16736,25748,True,708290,47921,846,64385,False,None,Low,Upgrade Lifestyle,Start Business,Poor
48,Business,34129,18514,9535,8979,False,0,0,15615,343284,False,None,High,Pay Debt,Wealth Creation,Good
50,Self-employed,129825,92420,50922,41498,False,0,0,37405,353022,True,Stocks,Moderate,Emergency Fund,Retirement,Good
36,Business,199625,114916,27638,87278,False,0,0,84709,95939,False,None,High,Vacation,Kids Education,Average
38,Business,71894,60173,13909,46264,False,0,0,11721,422911,True,Crypto,High,Upgrade Lifestyle,Retirement,Average
44,Student,95507,46252,26180,20072,True,373069,35820,13435,463156,True,Stocks,High,Buy Car,Start Business,Average
24,Student,99060,45325,21339,23986,True,381503,36952,16783,496587,True,Real Estate,Low,Vacation,Buy House,Average
57,Business,27210,16458,9643,6815,True,824707,8507,2245,427700,True,Crypto,High,Upgrade Lifestyle,Start Business,Poor
36,Student,111983,55254,22346,32908,True,1097600,23198,33531,260924,True,FD,Moderate,Emergency Fund,Wealth Creation,Good
30,Self-employed,61655,31265,14138,17127,True,1540480,20643,9747,198954,False,None,Low,Buy Car,Kids Education,Average
51,Salaried,93990,38285,20003,18282,True,473318,14335,41370,170047,True,Crypto,Low,Buy Car,Buy House,Good
30,Salaried,101023,56778,28223,28555,False,0,0,44245,443165,False,None,Low,Vacation,Kids Education,Good
41,Self-employed,172449,155139,45370,109769,True,1935849,24649,0,133773,True,Crypto,High,Vacation,Wealth Creation,Poor
55,Self-employed,117413,65425,15442,49983,True,1336242,47823,4165,429203,False,None,Moderate,Vacation,Retirement,Poor
40,Business,114170,62931,22770,40161,False,0,0,51239,457799,True,Crypto,Moderate,Emergency Fund,Start Business,Good
52,Salaried,29449,14179,3259,10920,True,1460095,35600,0,489552,False,None,High,Vacation,Retirement,Poor
27,Student,135714,92562,50541,42021,True,616920,19360,23792,471896,False,None,High,Vacation,Retirement,Average
36,Retired,78052,34250,11350,22900,False,0,0,43802,324411,True,Real Estate,Moderate,Emergency Fund,Buy House,Good
58,Retired,65639,44566,18654,25912,False,0,0,21073,429106,False,None,Low,Upgrade Lifestyle,Wealth Creation,Good
50,Student,169171,138337,45996,92341,True,171182,47755,0,297193,False,None,Low,Vacation,Start Business,Poor
52,Retired,164897,109325,34724,74601,True,1836620,43593,11979,70113,True,Real Estate,Low,Upgrade Lifestyle,Kids Education,Poor
39,Student,119735,105078,29432,75646,True,1773126,8630,6027,23669,False,None,Moderate,Emergency Fund,Start Business,Poor
45,Self-employed,52258,32347,7218,25129,False,0,0,19911,453473,False,None,Low,Emergency Fund,Retirement,Good
53,Self-employed,112111,63744,28683,35061,True,1339191,37054,11313,160774,False,None,High,Emergency Fund,Kids Education,Average
32,Retired,154455,122470,72163,50307,True,113490,45338,0,256941,False,None,Moderate,Vacation,Start Business,Poor
22,Salaried,195506,166501,61477,105024,True,215799,45712,0,221089,False,None,Low,Emergency Fund,Buy House,Poor
39,Self-employed,110330,64400,19425,44975,False,0,0,45930,14015,True,Gold,Moderate,Upgrade Lifestyle,Kids Education,Average
47,Retired,45842,40170,13024,27146,False,0,0,5672,165808,False,None,Moderate,Emergency Fund,Start Business,Average
47,Self-employed,86260,40253,16753,23500,True,283772,14208,31799,491678,False,None,Low,Pay Debt,Start Business,Good
39,Business,97708,81854,43476,38378,False,0,0,15854,244778,False,None,Low,Emergency Fund,Kids Education,Average
55,Business,97408,86641,43826,42815,False,0,0,10767,18148,False,None,Moderate,Pay Debt,Retirement,Average
21,Self-employed,37489,23606,10337,13269,True,138168,15131,0,412681,True,Real Estate,High,Buy Car,Buy House,Poor
58,Business,160892,98667,25806,72861,True,831018,7021,55204,55734,False,None,High,Buy Car,Buy House,Average
38,Salaried,48843,26593,12972,13621,False,0,0,22250,492556,True,Real Estate,High,Vacation,Kids Education,Good
36,Student,115265,101369,40322,61047,False,0,0,13896,155008,True,FD,Low,Vacation,Wealth Creation,Average
32,Business,156999,66072,18248,47824,True,54747,29867,61060,385595,False,None,Low,Buy Car,Retirement,Good
54,Retired,149325,68197,24414,43783,False,0,0,81128,166126,False,None,Moderate,Upgrade Lifestyle,Start Business,Average
20,Self-employed,125645,78182,22805,55377,True,707240,29858,17605,241688,True,Crypto,High,Pay Debt,Retirement,Average
43,Salaried,137930,103458,25581,77877,False,0,0,34472,273966,False,None,Low,Buy Car,Start Business,Average
29,Self-employed,73882,32432,7631,24801,False,0,0,41450,101608,True,Mutual Funds,High,Upgrade Lifestyle,Wealth Creation,Good
43,Business,173849,76974,43687,33287,False,0,0,96875,405270,True,Mutual Funds,High,Buy Car,Kids Education,Good
49,Student,180577,85690,23668,62022,True,1037513,48829,46058,50859,False,None,Low,Pay Debt,Retirement,Average
44,Business,199066,101731,47448,54283,False,0,0,97335,353271,False,None,Moderate,Vacation,Start Business,Good
40,Business,47019,22535,9119,13416,False,0,0,24484,66326,False,None,Moderate,Pay Debt,Start Business,Average
21,Business,88598,62254,17528,44726,True,309738,32650,0,89915,False,None,High,Buy Car,Start Business,Poor
33,Salaried,122768,68524,17279,51245,True,1319357,32121,22123,118518,False,None,Low,Emergency Fund,Start Business,Average
47,Business,85879,69768,19891,49877,False,0,0,16111,303337,True,Real Estate,High,Pay Debt,Retirement,Average
52,Student,17072,14718,7301,7417,True,1803702,23629,0,223883,True,Mutual Funds,Low,Emergency Fund,Buy House,Poor
20,Student,65532,54751,17744,37007,False,0,0,10781,391660,False,None,High,Pay Debt,Start Business,Average
56,Student,178659,140372,62533,77839,False,0,0,38287,259740,False,None,Low,Upgrade Lifestyle,Buy House,Average
55,Student,101882,62435,34726,27709,False,0,0,39447,303084,False,None,Moderate,Emergency Fund,Kids Education,Good
24,Student,180981,84226,22423,61803,True,827678,5289,91466,485479,True,Mutual Funds,High,Vacation,Buy House,Good
55,Business,107821,71287,16674,54613,True,184438,28095,8439,188564,False,None,Moderate,Vacation,Wealth Creation,Poor
35,Salaried,46988,34830,19898,14932,False,0,0,12158,418030,False,None,Moderate,Upgrade Lifestyle,Start Business,Good
44,Self-employed,185709,137426,61629,75797,True,1921881,12674,35609,185157,True,Real Estate,Low,Emergency Fund,Buy House,Average
31,Retired,62486,55868,28253,27615,False,0,0,6618,431536,False,None,Moderate,Vacation,Retirement,Average
28,Student,188205,154944,76737,78207,False,0,0,33261,165185,False,None,Moderate,Emergency Fund,Start Business,Average
25,Self-employed,149907,87863,32403,55460,False,0,0,62044,165015,True,FD,Low,Vacation,Kids Education,Average
23,Retired,142775,77665,33781,43884,False,0,0,65110,321712,False,None,Low,Vacation,Retirement,Good
50,Self-employed,41902,28105,15860,12245,False,0,0,13797,359638,False,None,Low,Pay Debt,Buy House,Good
55,Retired,187344,82524,19639,62885,True,1251195,37744,67076,211882,True,Crypto,Moderate,Buy Car,Wealth Creation,Average
56,Salaried,55580,34895,19482,15413,False,0,0,20685,482489,False,None,Low,Upgrade Lifestyle,Buy House,Good
31,Student,71936,62429,14790,47639,False,0,0,9507,83476,False,None,High,Vacation,Retirement,Average
56,Student,56056,48223,24950,23273,False,0,0,7833,452169,False,None,High,Vacation,Retirement,Average
56,Self-employed,67564,45112,22868,22244,False,0,0,22452,409862,True,None,High,Pay Debt,Kids Education,Good
37,Salaried,63888,30024,15768,14256,False,0,0,33864,262451,False,None,High,Emergency Fund,Wealth Creation,Good
40,Business,10923,8580,3929,4651,True,1704663,39214,0,334747,False,None,Low,Pay Debt,Buy House,Poor
54,Student,53068,41148,14473,26675,False,0,0,11920,87363,False,None,Low,Emergency Fund,Retirement,Average
37,Business,26545,15449,5613,9836,False,0,0,11096,478828,True,Crypto,High,Vacation,Start Business,Good
43,Retired,95074,44141,23092,21049,True,337298,24019,26914,206569,True,Real Estate,Low,Emergency Fund,Start Business,Good
41,Retired,146507,60623,35428,25195,True,1587241,40251,45633,29295,False,None,Low,Vacation,Start Business,Average
34,Salaried,114478,66976,19646,47330,True,1663071,33369,14133,376770,True,None,High,Emergency Fund,Start Business,Average
47,Self-employed,143895,84043,19553,64490,False,0,0,59852,356031,True,Real Estate,Low,Buy Car,Buy House,Good
47,Self-employed,88891,54990,30663,24327,True,415559,6736,27165,391768,True,None,High,Buy Car,Kids Education,Good
56,Business,88513,46618,23906,22712,False,0,0,41895,448930,False,None,High,Upgrade Lifestyle,Buy House,Good
44,Salaried,126172,85163,18480,66683,False,0,0,41009,169867,True,Stocks,Moderate,Buy Car,Retirement,Average
45,Student,198331,121225,27375,93850,False,0,0,77106,200109,True,None,Moderate,Vacation,Wealth Creation,Average
39,Self-employed,157198,95990,47750,48240,False,0,0,61208,41298,False,None,High,Upgrade Lifestyle,Retirement,Average
60,Retired,140569,109351,25967,83384,True,609033,20043,11175,440422,True,FD,Moderate,Vacation,Buy House,Poor
49,Self-employed,186636,80758,17122,63636,False,0,0,105878,155921,False,None,High,Upgrade Lifestyle,Wealth Creation,Average
60,Salaried,27703,12549,4022,8527,False,0,0,15154,428504,True,Gold,Low,Buy Car,Retirement,Good
51,Retired,125376,63586,27818,35768,False,0,0,61790,479557,False,None,Low,Pay Debt,Start Business,Good
45,Self-employed,35092,19349,9651,9698,True,541523,45469,0,151644,True,FD,Moderate,Emergency Fund,Wealth Creation,Poor
39,Business,41661,35052,7612,27440,True,166482,34395,0,286559,False,None,High,Pay Debt,Start Business,Poor
22,Salaried,106137,86959,48325,38634,True,300122,34489,0,354070,True,Mutual Funds,Moderate,Upgrade Lifestyle,Start Business,Poor
40,Student,19709,16013,3681,12332,False,0,0,3696,455453,False,None,High,Buy Car,Start Business,Average
37,Student,168032,114518,25076,89442,True,595114,7195,46319,63086,True,Crypto,High,Buy Car,Retirement,Average
36,Student,69997,54860,17725,37135,False,0,0,15137,423988,False,None,Moderate,Pay Debt,Start Business,Good
40,Retired,56976,49205,22943,26262,True,1951420,43930,0,101527,True,None,High,Upgrade Lifestyle,Start Business,Poor
42,Salaried,179822,93101,29850,63251,True,536414,44689,42032,322987,True,Crypto,Low,Pay Debt,Retirement,Good
26,Self-employed,127408,100494,27386,73108,False,0,0,26914,316114,False,None,Moderate,Emergency Fund,Start Business,Good
20,Student,149902,66173,21965,44208,True,529246,11434,72295,416458,False,None,High,Buy Car,Start Business,Good
33,Retired,29986,16134,4586,11548,True,472413,13160,692,104026,False,None,Low,Vacation,Start Business,Poor
55,Student,128441,92852,29956,62896,False,0,0,35589,323269,False,None,Low,Emergency Fund,Kids Education,Good
45,Student,150126,79195,18256,60939,False,0,0,70931,313463,False,None,High,Emergency Fund,Kids Education,Good
57,Self-employed,177353,83347,31112,52235,False,0,0,94006,281523,True,Mutual Funds,High,Buy Car,Kids Education,Good
43,Student,75192,34775,9666,25109,False,0,0,40417,202389,False,None,High,Pay Debt,Wealth Creation,Good
30,Business,11807,7212,2486,4726,True,1820449,10566,0,351043,False,None,High,Upgrade Lifestyle,Kids Education,Poor
21,Business,141920,88014,18831,69183,False,0,0,53906,64534,True,FD,Moderate,Vacation,Kids Education,Average
36,Retired,98859,85861,29397,56464,False,0,0,12998,101655,True,Crypto,Low,Emergency Fund,Kids Education,Average
25,Self-employed,109664,73604,27735,45869,False,0,0,36060,461441,False,None,Moderate,Vacation,Kids Education,Good
31,Salaried,60643,29728,16811,12917,False,0,0,30915,293265,True,FD,High,Emergency Fund,Wealth Creation,Good
31,Salaried,14593,10382,2699,7683,False,0,0,4211,476737,True,None,High,Vacation,Kids Education,Good
46,Business,108142,51472,19447,32025,False,0,0,56670,374150,False,None,High,Buy Car,Wealth Creation,Good
34,Business,123900,90168,39685,50483,True,516972,37456,0,364532,True,Mutual Funds,Low,Pay Debt,Buy House,Poor
31,Business,197681,100764,20899,79865,True,1818290,46678,50239,22581,False,None,High,Upgrade Lifestyle,Buy House,Average
35,Self-employed,122889,54609,30906,23703,False,0,0,68280,452864,True,Mutual Funds,Moderate,Emergency Fund,Retirement,Good
33,Business,147306,92456,50557,41899,True,971905,19395,35455,262498,False,None,Moderate,Upgrade Lifestyle,Retirement,Average
22,Salaried,35692,17241,4295,12946,False,0,0,18451,193903,True,Crypto,Low,Upgrade Lifestyle,Kids Education,Good
60,Salaried,138744,111957,40030,71927,False,0,0,26787,365738,False,None,High,Vacation,Kids Education,Average
42,Self-employed,62354,51854,22849,29005,True,147904,25059,0,382191,True,Real Estate,High,Buy Car,Wealth Creation,Poor
28,Student,85748,66409,28081,38328,False,0,0,19339,111351,False,None,Moderate,Pay Debt,Kids Education,Average
30,Business,152120,125935,71885,54050,True,352542,41503,0,429712,False,None,Moderate,Buy Car,Start Business,Poor
40,Salaried,152434,92520,30097,62423,True,1690260,35533,24381,150391,False,None,High,Buy Car,Wealth Creation,Average
42,Retired,180342,129981,72537,57444,True,266032,11713,38648,379898,True,Mutual Funds,Moderate,Vacation,Start Business,Average
22,Self-employed,119531,84675,36864,47811,False,0,0,34856,195809,False,None,High,Vacation,Buy House,Average
53,Salaried,159030,100140,35387,64753,True,1546710,35752,23138,489114,False,None,Low,Vacation,Retirement,Average
20,Retired,163874,80388,32747,47641,False,0,0,83486,107006,True,FD,High,Emergency Fund,Start Business,Average
24,Salaried,22229,17954,9638,8316,False,0,0,4275,245029,False,None,Low,Emergency Fund,Start Business,Average
